date,commit,cpu,class,parameters,method,ratio
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,LevenshteinIncumbentBenchmarks,Length=512,Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,LevenshteinIncumbentBenchmarks,Length=512,Fastenshtein,26.34
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,LevenshteinIncumbentBenchmarks,Length=512,Quickenshtein,2.22
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,LevenshteinIncumbentBenchmarks,Length=512,F23_StringSimilarity,51.04
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=100000, Request=Bundle",Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=100000, Request=Bundle",MlNet,5.23
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=100000, Request=AccuracyAlone",Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=100000, Request=AccuracyAlone",MlNet,313.32
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=1000000, Request=Bundle",Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=1000000, Request=Bundle",MlNet,2.45
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=1000000, Request=AccuracyAlone",Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MetricsIncumbentBenchmarks,"Samples=1000000, Request=AccuracyAlone",MlNet,85.26
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Kernel,0.98
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Dp_Cjk,1.01
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=4,Kernel_Cjk,0.99
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Kernel,0.72
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Dp_Cjk,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=6,Kernel_Cjk,1.2
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Kernel,0.64
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Dp_Cjk,1.02
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=8,Kernel_Cjk,1.28
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Kernel,0.52
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Dp_Cjk,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=10,Kernel_Cjk,0.9
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Kernel,0.44
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Dp_Cjk,1.01
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=12,Kernel_Cjk,0.67
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Kernel,0.33
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Dp_Cjk,0.99
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=16,Kernel_Cjk,0.46
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Kernel,0.21
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Dp_Cjk,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=24,Kernel_Cjk,0.28
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Kernel,0.15
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Dp_Cjk,0.99
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=32,Kernel_Cjk,0.2
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Kernel,0.09
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Dp_Cjk,1.04
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=48,Kernel_Cjk,0.12
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Kernel,0.07
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Dp_Cjk,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=64,Kernel_Cjk,0.09
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Dp,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Kernel,0.1
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Dp_Cjk,1.03
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,MyersGateBenchmarks,Band=96,Kernel_Cjk,0.13
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=200,Count,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=200,CountWithStopWords,0.83
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=200,Hashing,0.99
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=200,HashingWithStopWords,0.87
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=1000,Count,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=1000,CountWithStopWords,0.76
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=1000,Hashing,0.94
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,StopWordBenchmarks,Documents=1000,HashingWithStopWords,0.8
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,TokenizerIncumbentBenchmarks,Model=WordPiece,Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,TokenizerIncumbentBenchmarks,Model=WordPiece,MlTokenizers,0.83
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,TokenizerIncumbentBenchmarks,Model=SentencePiece,Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,TokenizerIncumbentBenchmarks,Model=SentencePiece,MlTokenizers,0.15
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=384,Dot,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=384,L2Norm,0.95
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=768,Dot,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=768,L2Norm,0.92
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=1024,Dot,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorMathBenchmarks,Dim=1024,L2Norm,0.94
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=200,Count,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=200,Tfidf,1.08
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=200,CountBigrams,1.31
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=200,Hashing,1.03
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=1000,Count,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=1000,Tfidf,1.02
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=1000,CountBigrams,1.63
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerBenchmarks,Documents=1000,Hashing,0.99
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerIncumbentBenchmarks,Documents=200,Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerIncumbentBenchmarks,Documents=200,MlNet,6.89
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerIncumbentBenchmarks,Documents=1000,Lodestar,1.0
2026-09-01,7f4b67f36418eeb64123c90433169a72a849b6b6,AMD EPYC 9V74,VectorizerIncumbentBenchmarks,Documents=1000,MlNet,14.58
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=1,UnitLoop,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=1,EmbedBatch,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=1,EmbedBatchBucketed,0.99
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=8,UnitLoop,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=8,EmbedBatch,0.58
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=8,EmbedBatchBucketed,0.57
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=32,UnitLoop,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=32,EmbedBatch,0.55
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=32,EmbedBatchBucketed,0.53
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=128,UnitLoop,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=128,EmbedBatch,0.56
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BatchEmbeddingBenchmarks,CorpusSize=128,EmbedBatchBucketed,0.51
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BpeBenchmarks,,Unigram,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,BpeBenchmarks,,Bpe,1.72
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,DecompositionBenchmarks,,TruncatedSvd_Rank20,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,DecompositionBenchmarks,,Nmf_Rank20,7.17
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,DecompositionBenchmarks,,MlNet_ProjectToPrincipalComponents_Rank20,0.84
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzBenchmarks,,Ratio,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzBenchmarks,,PartialRatio,115.57
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzBenchmarks,,TokenSortRatio,11.44
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzBenchmarks,,TokenSetRatio,11.67
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzBenchmarks,,WRatio,23.78
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=Ratio,Lodestar,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=Ratio,FuzzySharp,2.12
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=PartialRatio,Lodestar,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=PartialRatio,FuzzySharp,0.89
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=TokenSetRatio,Lodestar,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=TokenSetRatio,FuzzySharp,1.73
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=WRatio,Lodestar,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,FuzzIncumbentBenchmarks,Operation=WRatio,FuzzySharp,2.19
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=8,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=8,Distance_CodePoint,3.89
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=8,NormalizedSimilarity_Utf16,0.81
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=8,SubsequenceLength_Utf16,0.79
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=12,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=12,Distance_CodePoint,5.26
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=12,NormalizedSimilarity_Utf16,1.03
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=12,SubsequenceLength_Utf16,1.02
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=16,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=16,Distance_CodePoint,5.14
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=16,NormalizedSimilarity_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=16,SubsequenceLength_Utf16,0.99
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=20,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=20,Distance_CodePoint,5.22
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=20,NormalizedSimilarity_Utf16,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=20,SubsequenceLength_Utf16,0.92
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=24,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=24,Distance_CodePoint,12.94
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=24,NormalizedSimilarity_Utf16,1.03
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=24,SubsequenceLength_Utf16,1.08
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=32,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=32,Distance_CodePoint,16.61
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=32,NormalizedSimilarity_Utf16,1.06
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=32,SubsequenceLength_Utf16,0.97
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=128,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=128,Distance_CodePoint,23.2
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=128,NormalizedSimilarity_Utf16,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=128,SubsequenceLength_Utf16,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=512,Distance_Utf16,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=512,Distance_CodePoint,43.93
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=512,NormalizedSimilarity_Utf16,0.97
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,IndelBenchmarks,Length=512,SubsequenceLength_Utf16,0.99
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Kernel,0.42
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Dp_Cjk,1.01
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=8,Kernel_Cjk,0.74
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Kernel,0.28
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Dp_Cjk,1.07
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=12,Kernel_Cjk,0.5
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Kernel,0.25
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Dp_Cjk,1.02
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=14,Kernel_Cjk,0.42
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Kernel,0.2
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Dp_Cjk,1.01
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=16,Kernel_Cjk,0.33
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Kernel,0.17
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Dp_Cjk,1.02
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=18,Kernel_Cjk,0.29
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Kernel,0.11
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Dp_Cjk,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=20,Kernel_Cjk,0.17
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Kernel,0.09
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Dp_Cjk,1.01
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=24,Kernel_Cjk,0.14
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Kernel,0.07
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Dp_Cjk,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=32,Kernel_Cjk,0.11
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Kernel,0.04
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Dp_Cjk,0.98
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=48,Kernel_Cjk,0.08
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=64,Dp,1.0
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=64,Kernel,0.03
2026-09-02,61c67f300c69292b5f2743f80508b1e0903991f6,AMD EPYC 7763,LcsGateBenchmarks,Band=64,Dp_Cjk,1.15
